BlackBerry 8830 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8120 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8320 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8820 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8100 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8300 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8310 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8800 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8330 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8130 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8110 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8220 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8230 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9500 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8350i Simulator,Run BlackBerry device applications on your computer
BlackBerry 9530 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9000 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9520 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8520 Simulator,A simple and user-friendly software solution meant to assist you in running various BlackBerry device applications on your computer
BlackBerry 8900 Simulator,"Emulate a BlackBerry phone on your computer, tests apps on it, take snapshots and save them to the PC, record commands, set IT policy and use many other options"
BlackBerry 9550 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9650 Simulator,Run BlackBerry device applications on your computer
BlackBerry 8530 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9330 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9670 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9100 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9105 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9300 Simulator,"Use a BlackBerry smartphone simulator in order to run mobile apps and asses their performance, as well as get accustomed to the BlackBerry 9300 model"
BlackBerry 9780 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9800 Simulator,"A simulator especially designed for the BlackBerry 9800 model, allowing you to test new apps and experiment with the phone before buying it"
BlackBerry 9380 Simulator,"A versatile emulation platform that provides the possibility to run, test and evaluate BlackBerry device applications on your computer"
BlackBerry 9360 Bell Simulator,Run BlackBerry device applications on your computer
BlackBerry 9350 Simulator,Run BlackBerry device applications on your computer
BlackBerry 9850 Simulator,Run BlackBerry device applications on your computer
Ring Factory,"Software solution designed to create ringtones and to upload them to your mobile phone, you can also create wallpapers for the mobile phone display"
SMSFromPC,Manage your Android SMS messages directly from your computer!
wf Phone Tools,A useful application that was created in order to help Windows Phone 7 users gain more control over their device and make it more customizable
Palm Desktop by ACCESS,"A powerful application that provides simple possibilities to backup, manage and synchronize your Palm phone data in a few easy steps"
FullonSMSClient,Java tool for sending SMS messages
Way2SMSClient,Send messages with this Java software
Sony Ericsson Themes Creator,You can make your phone look completely different from the rest
PhoneShare,Connect and share files with Samsung devices
Flowella,"Intuitive Air-based program that helps you design prototyped screens and interactions for mobile devices, while allowing you to export data to WRT, QML or Adobe Flash file format"
Salling Media Sync,Synchronize media between your PC and your phone
Carbide.ui Symbian Theme Edition,"Create stunning Symbian UI themes with the help of this Eclipse-based designing application, with a variate collection of predefined objects"
Nokia Configuration Tool,"A handy application developed specifically for Nokia S60, Symbian Anna and Nokia Belle devices that enables local settings management and backup operations"
Themes for WP7,Customize the themes of any Windows Phone application.
Ringtonesia Samsung Instinct Maker,"Create your own personalized ringtone for almost any kind of phone by easily setting quality, cropping the file and adding fade effects"
Ringtonesia Palm Pre Maker,A useful tool for creating ringtones for your Palm device
Ringtonesia BlackBerry Bold Maker,A useful tool for creating ringtones for your BlackBerry device
Ringtonesia Sony Ericsson W580i Maker,"With support for many file formats, this tool enables you to create ringtones from both audio tracks and video files with ease, as well as trim songs"
Ringtonesia LG enV Touch Maker,"An easy to use application that enables you to convert and trim audio files, in order to create ringtones for your LG enV Touch device"
Ringtonesia LG Dare Maker,A useful tool for creating ringtones for your LG Dare device
Ringtonesia HTC Magic Maker,Create ringtones compatible with your HTC device by converting common audio tracks or by extracting audio streams from video clips
Ringtonesia Nokia 5800 XpressMusic Maker,A straightforward application that targets users in need of a quick way of creating ringtones compatible with Nokia 5800 XpressMusic devices
Ringtonesia N97 Maker,Create a custom ringtone in a few easy steps or take the time to configure length and quality settings with the help of this practical application
Ringtonesia N96 Maker,"Compact program that allows you to convert MP3, WAV, AMR, WMA, VOB, and other files in order to create ringtones for your Nokia N96 device"
Ringtonesia N95 Maker,"With support for many audio and video formats, this clear-cut application enables you to create ringtones for several Nokia phones"
Ringtonesia Nokia Maker,"Program with standard and advanced options that enable users to create Nokia ringtones easily, with support for batch processing"
Wallpaperio Samsung Instinct Maker,A useful tool for creating background images for your Samsung device
Wallpaperio BlackBerry Curve Maker,A useful tool for creating background images for your BlackBerry device
Wallpaperio BlackBerry Maker,"A minimalistic utility that comes packed with several features to offer a swift and uncomplicated way, to make numerous wallpapers for BlackBerry devices"
Wallpaperio HTC Maker,A useful tool for creating background images for your HTC device
Wallpaperio Android Maker,A useful tool for creating background images for your Android portable device
Wallpaperio Nokia 5800 XpressMusic Maker,Create background images for Nokia 5800 XpressMusic and other types of Nokia devices using this approachable and straightforward tool
Wallpaperio N97 Maker,"A useful tool for creating background images for your Nokia devices (e.g. N95, N97) that allows you to preserve the aspect ratio and transfer files between the PC and mobile device"
Wallpaperio N95 Maker,"A compact program that helps you create background images for your Nokia N95 devices by uploading images from your computer (GIF, JPG, BMP, WMF, or PNG file format)"
Wallpaperio Nokia Maker,"A handy program that helps you create wallpapers for Nokia devices, while allowing you to select the zooming level, pick the background color, and preserve the aspect ratio"
Mobile Media Maker (Nokia),"Simple-to-configure program that helps you compress your favorite movies and have them on your Nokia devices, as well as watch clips in full screen landscape mode"
EzDeploy,A Dynamic Deploy Application
Nokia Music Player,"User-friendly software that helps you manage, listen and transfer the music you love between your PC and mobile devices, create playlists and burn CDs"
PalmUnlocker.com Pre 3 Unlocker,A tool to unlock and repair your HP Pre 3 phone at home by USB cable. Easy for everyone to use.
PalmUnlocker.com Palm Pre/Pre Plus/Pre 2 Unlocker,A tool to unlock and repair your Palm Pre/Pre Plus/Pre 2 phone at home by USB cable. Easy for everyone to use.
PalmUnlocker.com Palm Pixi/Pixi Plus Unlocker,A tool to unlock and repair your Palm Pixi/Pixi Plus phone at home by USB cable. Easy for everyone to use.
HP Veer Unlocker,A tool to unlock and repair your HP Veer phone at home by USB cable. Easy for everyone to use.
Site2SMSClient,Send phone messages using this Java tool
UnlockStreak Dell Streak Unlocker,A tool to unlock and repair your DELL Streak 5 phone at home by USB cable. Very easy and safe.
WinADB,A front end for the 'adb' command
HandySync for Smartphone,Sync Calendarscope data with your smartphone
HandySync for Pocket PC,Sync Calendarscope data with your mobile device
WhisperCore,Device and data security for Android.
Blackberry Notifier,View all your Blackberry notifications
"Walshed” Phone Support Tool,The official fix that was especially created to help users get back on track with Windows Phone 7 updates in case an error occurs
symbiantool,"A simple and reliable application that you can use to back up, restore, clean up, edit, optimize, sterilize and fix your Symbian-based phone data"
Windows Phone Support Tool,Fix various problems with your Windows Phone 7 updates by using a comprehensive and handy tool that can trace errors and reload the process
Oxygen Phone Manager II,"Straightforward program that helps you copy or back up files to or from your Nokia device using cable, irDA (infrared) or Bluetooth"
Oxygen Phone Manager for Symbian phones,"Compact program that helps you perform a variety of tasks including backups, calendar managing or messaging straight from the PC"
M8 Theme Builder,A simple yet practical utility specially designed for users who want to build M8 theme packages or simply customize their own icons
Noki Gems,Merge your favorite SMS into one .NBU File
OxyFile,"Enables you to manage all the files and folders from your phone in a more efficient manner, as well as display information regarding it"
Nokia PC Suite Cleaner,Simple program that adopts a step-by-step approach for helping you remove all the traces left by Nokia PC Suite and provides detailed reports about the cleaning operation
Nokia Map Manager,Easily transfer map files between your device and PC
Nokia Video Manager,A user-friendly tool that will make it possible for anyone to manage their video files stored onto their Nokia phone and even convert them on the spot
Sony Ericsson PC Suite,"A comprehensive and practical software solution for all Sony mobile users that want to create backups of their devices, as well as enjoy other useful features"
Sony Ericsson PhoneGap Simulator,"A phone simulator for Sony Ericsson XPERIA X10 and Satio models that includes a debug console ready to help you identify errors in HTML, CSS and JavaScript code"
Sony Ericsson Web SDK,Easily develop Sony Ericsson applications for Android and Symbian
Sony Ericsson Beta Panel SDK for X2,A powerful and reliable software development kit that provides assistance in building and testing Panels for the XPERIA X2 mobile phone
MobiMB Mobile Media Browser,"Nokia mobile phone manager that allows you to remove, copy, edit and transfer the contents of your phone to the computer or vice versa"
K700 Remote Profiler,The SonyEricsson k700 offers the possibility of steering the PC over Bluetooth
NokNokWhosThere,Transfer data from your computer to your mobile phone with this tool.
Nokia Photos,A PC application that you can use to manage all your photos and videos
BlackBerry Email and MDS Services Simulator Package,An easy to install package that uses the JDK in order to simulate network connection services in BlackBerry Smartphone Simulator
CheckIMEI,"A small and intuitive tool that helps users gather information (brand, model, and region) about mobile phones based on the IMEI code"
Mobile Movie Studio (Sony Ericsson),"Put video's, TV and DVD's on your Sony Ericsson phone, watch movies on the go"
Noki,"An easy-to-configure program that helps you extract information from Nokia PC Suite backup files including packed pictures, phonebook, text messages, calendar database, emails, and bookmarks"
Sony Ericsson Beta SDK for Windows Mobile 6.1,"Develop and test Xperia Native Panels, Xperia Web (HTML) Panels and Xperia Panels, then test them using the integrated phone device emulator"
OxyBook,"Quickly establish a connection between your phone and computer in order to create a backup of your contacts, as well as editing them"
Phone Manager,"A handy utility that works with any GSM phone with a chip, enabling you to manage SMS messages, calls and organize contacts in the address book"
Route Editor,Takes the log file generated by RouteLogger and allows you to arrange locations
XTNDConnect PC,Desktop synchronization of PIM to mobile devices
SE Customization Editor,Sony Ericsson modding tool
Softick jApploader SE,"Wizard-like program which enables you to upload Java applets on your Samsung phone, with a minimal amount of effort, as well as save logs"
UsabilityExpo,An amazingly beneficial tool for doing usability tests on mobile phones
Windows SideShow for Windows Mobile Developer,Allows you to use your Windows Mobile device as a Bluetooth SideShow device
Nokia Fast RingTone Tuner,"Simplistic and portable piece of software that helps you convert or create new ringtones, choose the desired tempo, and export the key code of the resulting ringtone to RTF file format"
GammUI,"Read and export phonebook, calendar and todo list from a mobile phone"
Ericsson Melody Creator and Translator,Create MIDI ringtones for older Sony Ericsson mobile phones by typing the keys in a virtual piano and translating them into keyboard notes
SMS Receiver,Will manage your incomming SMS messages
Ericsson Phonebook Editor,"Read, modify and write the phonebook stored in your SIM-card or in the phone memory"
VNT Maker,Create VNT (notes) files at the easiest way possible.
Mobile Ringtone Studio,"Designed for older Nokia phones and Windows versions, this tool allows users to transfer MP3 tracks between the computer and mobile device, rip audio CDs, and create ringtones"
Nokia Lifeblog,"A user-friendly program that helps you manage all the media files available on your device, rotate images or edit text notes, as well as back up files"
Vcard Studio Express,Simple-to-use and portable program that helps you create your own electronic business card and export the information to VCF file format
LogoManager,"Full-featured graphics editor that helps you backup data, create screensavers or ringtones, send text messages and get a technical report of your Nokia device"
Oxygen FM Manager,"Manage your Nokia 8310/6510 FM radio stations from the comfort of your desktop via IrDA connections, save a list with favorite station presets, and edit each station in terms of frequency and name"
Vcf Generator,"Easy-to-configure and portable program that helps you create VCF files using basic details, such as name, phone numbers, birthday, email and website address"
Siemens Mobile Control,Phone manager for Siemens phones
Melody Composer (NOKIA edition),"A small and portable piece of software that helps you create ringtones for your mobile phones, choose between several samples, and use the built-in player"
Oxygen SMS Plugin for Alchemy Eye,"A plugin designed to send server notifications via SMS using Nokia GSM phone, connected to your computer"
TOxygenSMS Component for Borland Delphi & Borland C++ Builder,TOxygenSMS component is designed to give an access to SMS and Calendar capabilities of Nokia GSM phone
Oxygen Ringtone Workshop,Oxygen Ringtone Workshop for Nokia phones program allows you to control standard and custom ringtones of your Nokia
Siemens Mobile Phone Manager,Comfortable management of extended Siemens mobile phone's functionality
Send File,Send any file to Ericsson mobile phone with this useful utility
CleverCell Phone Manager,"Outdated phone manager for transferring and synchronizing SMS messages, call logs, contacts and multimedia files to the computer"
Midi2Ringtone,"Simplistic and portable piece of software that helps you convert MIDI files to Nokia Composer or Nokia RTTL format ringtone, provided that the MIDI files have a single channel"
Handy Day 2005 for Sony Ericsson P910/P900/P800,"A reliable mobile application for managing your planned events and meetings, as well as get weather forecasts for your chosen location"
Ericsson Desktop,An efficient and reliable application that you can use to access your Sony Ericsson phone and manage its contents from your computer
MelodyComposer for Sony-Ericsson,A reliable and handy software solution that comes in handy to all those want to create monophonic ringtones and convert them to other formats
PhoneBackup 1.4.4 for Sony Ericsson,This program will take a backup of the settings in your phone
"QuickSync Software for Siemens SL45, SL45i, S45 and ME45",A handy software solution that comes in handy to those who use older models of Siemens phones and want to sync their handset calendar with Outlook
Data Exchange for Siemens S45i,A handy application especially designed to help owners of an old Siemens phone access and manage the data stored onto their device
Data Exchange for Siemens S45 and ME45,A convenient and reliable software solution that can be used by all those who want to transfer data between the computer and their old Siemens phones
PC File Manager for Sony Ericsson P9xx,A useful application that was especially created to offer you the possibility of managing files on your phone from your computer
Siemens Data Suite for S55 and M55,It provides you with all the necessities you need for synchronizing your mobile data with the PC
Theme Creator Pro for Sony Ericsson,"Theme Creator Pro - A powerful tool designed to create, edit, browse and manage themes for Sony Ericsson mobile phones"
ThemeEditor for Sony Ericsson P900 v1.0,"Change common backgrounds, all menu colors, and the background of the top and bottom bars of the screen using this simple and straightforward app"
Christersson SendFile for Sony Ericsson,Christersson SendFile for Sony Ericsson allows you to send any file to your mobilephone
MMS Home Studio 1.1.283 for Sony Ericsson,Creating complex MMS in your mobile phone can be a hassle
MyPictures for Sony Ericsson,A useful image management utility that was created in order to allow owners of older Sony Ericsson mobile phones to personalize their devices
Sony Ericsson Image Editor,Sony Ericsson Image Editor - Use this program to resize the images you want to the appropriate size and format of your phone
Mobile Phone Monitor R2A for Sony Ericsson,Easily connect your phone to PC
NokiaFREE Unlock Codes Calculator,"A smart software solution that allows you to use your mobile phone with any service provider around the world, as you only need to specify the IMEI code"
